playerName,team,rating,region,average_combat_score,kill_deaths,kill_assists_survived_traded,average_damage_per_round,kills_per_round,assists_per_round,first_kills_per_round,first_deaths_per_round,headshot_percentage,clutch_success_percentage,agent,playerCategory
oli,LLH,0.67,EMEA,150.0,0.67,61.0 %,100.9,0.54,0.12,0.08,0.11,23%,6%,"Cypher, Killjoy, Sova",VCT-Challengers
stepa,FUZO,0.67,EMEA,164.5,0.64,54.0 %,113.8,0.56,0.17,0.10,0.21,19%,9%,"Raze, Jett",VCT-Challengers
Neiker,GG,0.67,EMEA,152.1,0.66,57.0 %,103.9,0.54,0.14,0.05,0.10,33%,16%,"Killjoy, Cypher",VCT-Challengers
Titan,HGE,0.67,EMEA,117.5,0.50,66.0 %,76.5,0.37,0.34,0.00,0.03,24%,0.0 %,"Skye, Breach",VCT-Challengers
ArKaDiX,34,0.66,EMEA,135.5,0.52,71.0 %,91.3,0.41,0.21,0.00,0.03,18%,0.0 %,"Sova, Fade",VCT-Challengers
nosby,34,0.66,EMEA,183.0,0.64,44.0 %,118.7,0.53,0.15,0.00,0.09,27%,0.0 %,"Viper, Breach",VCT-Challengers
xazyy,AXL,0.66,EMEA,141.6,0.59,64.0 %,96.7,0.45,0.29,0.05,0.08,24%,6%,"Skye, Omen, Breach",VCT-Challengers
skypzz,HOF,0.66,EMEA,148.3,0.67,58.0 %,105.0,0.54,0.18,0.04,0.15,31%,7%,"Killjoy, Omen, Cypher",VCT-Challengers
M4CHINA,VAM,0.66,EMEA,138.0,0.67,56.0 %,92.3,0.47,0.09,0.12,0.12,42%,0.0 %,Cypher,VCT-Challengers
Pukytoo,LK,0.65,EMEA,142.8,0.62,60.0 %,91.4,0.49,0.29,0.07,0.07,26%,25%,"Kayo, Breach, Omen",VCT-Challengers
raxtazzz,FXL,0.65,EMEA,136.5,0.61,54.0 %,95.3,0.51,0.18,0.00,0.14,19%,9%,"Jett, Omen",VCT-Challengers
y0DISH,33,0.65,EMEA,180.0,0.67,67.0 %,108.4,0.61,0.15,0.21,0.18,32%,0.0 %,"Chamber, Jett",VCT-Challengers
pepecho,KHG,0.65,EMEA,144.5,0.57,59.0 %,89.4,0.47,0.35,0.03,0.12,28%,0.0 %,Omen,VCT-Challengers
Chechuu,MT,0.64,EMEA,134.4,0.56,53.0 %,91.9,0.47,0.22,0.08,0.13,30%,11%,Omen,VCT-Challengers
W1LL,RUD,0.64,EMEA,147.5,0.68,60.0 %,89.2,0.54,0.09,0.00,0.09,26%,0.0 %,Killjoy,VCT-Challengers
Sane,EK,0.64,EMEA,125.7,0.55,65.0 %,91.2,0.43,0.25,0.01,0.06,21%,25%,"Brimstone, Cypher, Omen",VCT-Challengers
WFrost,InTe,0.63,EMEA,148.0,0.68,62.0 %,87.5,0.55,0.12,0.05,0.12,46%,0.0 %,"Viper, Cypher",VCT-Challengers
exayy,PRZ,0.61,EMEA,170.5,0.65,56.0 %,118.1,0.59,0.15,0.06,0.18,25%,0.0 %,"Reyna, Omen",VCT-Challengers
Teltta,33,0.61,EMEA,137.0,0.53,52.0 %,85.4,0.48,0.36,0.03,0.15,14%,0.0 %,Breach,VCT-Challengers
dziewa,INCO,0.61,EMEA,114.5,0.54,56.0 %,78.3,0.38,0.23,0.05,0.08,29%,0.0 %,"Sova, Omen",VCT-Challengers
adilzera,RTZN,0.61,EMEA,139.4,0.58,64.0 %,96.5,0.47,0.29,0.07,0.09,21%,13%,"Cypher, Viper, Killjoy",VCT-Challengers
cigik,33,0.61,EMEA,125.0,0.48,67.0 %,81.3,0.39,0.48,0.00,0.03,24%,0.0 %,"Breach, Sova",VCT-Challengers
FrancyBald,LONE,0.61,EMEA,130.8,0.59,56.0 %,95.7,0.47,0.26,0.04,0.14,34%,13%,"Omen, Viper",VCT-Challengers
Hax,HOF,0.61,EMEA,149.6,0.57,50.0 %,98.5,0.50,0.13,0.10,0.24,35%,0.0 %,"Neon, Jett",VCT-Challengers
DRK,SR,0.60,EMEA,120.4,0.46,52.0 %,84.7,0.38,0.16,0.03,0.10,29%,5%,"Sova, Skye, Cypher",VCT-Challengers
AndreSG,FUZO,0.60,EMEA,130.2,0.48,59.0 %,90.9,0.41,0.34,0.08,0.11,21%,7%,"Omen, Sova, Kayo",VCT-Challengers
SnapS,Boos,0.60,EMEA,113.5,0.58,54.0 %,72.3,0.44,0.15,0.02,0.10,41%,33%,Cypher,VCT-Challengers
