playerName,team,rating,region,average_combat_score,kill_deaths,kill_assists_survived_traded,average_damage_per_round,kills_per_round,assists_per_round,first_kills_per_round,first_deaths_per_round,headshot_percentage,clutch_success_percentage,agent,playerCategory
Maple,CCG,0.0,China,236.7,0.97,0.0 %,148.8,0.74,0.34,0.12,0.17,0.0 %,0.0 %,"Jett, Omen, Sova",VCT-Challengers
faraway,JDG,0.0,China,158.3,0.55,0.0 %,37.2,0.51,0.03,0.02,0.00,0.0 %,0.0 %,Raze,VCT-Challengers
PPQ,Unde,0.0,China,174.3,0.98,0.0 %,59.0,0.68,0.09,0.03,0.02,0.0 %,0.0 %,Cypher,VCT-Challengers
WeiYu,65,0.0,China,179.0,0.85,0.0 %,44.4,0.63,0.40,0.14,0.00,0.0 %,0.0 %,"Omen, Viper, Brimstone",VCT-Challengers
Link,ALG,0.0,China,165.5,0.71,0.0 %,112.6,0.56,0.35,0.08,0.11,0.0 %,0.0 %,"Cypher, Breach, Omen",VCT-Challengers
Chaos,ALG,0.0,China,215.4,1.04,0.0 %,148.7,0.79,0.18,0.15,0.16,0.0 %,0.0 %,"Iso, Omen, Jett",VCT-Challengers
LilMad,ALG,0.0,China,176.0,0.72,0.0 %,121.5,0.62,0.16,0.06,0.17,0.0 %,0.0 %,"Yoru, Neon, Raze",VCT-Challengers
Volay,ALG,0.0,China,166.9,0.81,0.0 %,120.2,0.61,0.22,0.06,0.08,0.0 %,0.0 %,"Sova, Cypher, Omen",VCT-Challengers
Pinklove,ME,0.0,China,143.2,0.61,0.0 %,104.0,0.47,0.48,0.05,0.07,0.0 %,0.0 %,"Omen, Sova, Kayo",VCT-Challengers
ZiXuan,CCG,0.0,China,177.8,0.84,0.0 %,117.1,0.62,0.39,0.06,0.10,0.0 %,0.0 %,"Omen, Harbor, Astra",VCT-Challengers
KaweNtw,CCG,0.0,China,190.7,1.01,0.0 %,122.8,0.71,0.18,0.07,0.10,0.0 %,0.0 %,"Cypher, Astra, Deadlock",VCT-Challengers
NoMan,RA,0.0,China,201.0,0.93,0.0 %,125.9,0.68,0.22,0.14,0.15,0.0 %,0.0 %,"Raze, Kayo, Neon",VCT-Challengers
GREEN,CCG,0.0,China,198.1,0.94,0.0 %,136.8,0.70,0.24,0.13,0.14,0.0 %,0.0 %,"Yoru, Jett, Raze",VCT-Challengers
Coco,CCG,0.0,China,156.4,0.76,0.0 %,105.1,0.54,0.40,0.03,0.07,0.0 %,0.0 %,"Breach, Gekko, Kayo",VCT-Challengers
Kr1stal,XLG,0.0,China,234.6,1.23,0.0 %,154.7,0.77,0.28,0.10,0.10,0.0 %,0.0 %,"Kayo, Sova, Viper",VCT-Challengers
Rarga,XLG,0.0,China,267.8,1.35,0.0 %,173.0,0.96,0.19,0.24,0.17,0.0 %,0.0 %,"Jett, Neon, Raze",VCT-Challengers
MrCANI,XLG,0.0,China,181.5,1.03,0.0 %,116.7,0.68,0.38,0.04,0.03,0.0 %,0.0 %,"Gekko, Omen, Breach",VCT-Challengers
happywei,XLG,0.0,China,202.0,0.97,0.0 %,131.7,0.68,0.25,0.10,0.10,0.0 %,0.0 %,"Killjoy, Cypher, Vyse",VCT-Challengers
MarT1n,XLG,0.0,China,154.3,0.86,0.0 %,102.1,0.52,0.37,0.06,0.05,0.0 %,0.0 %,"Viper, Harbor, Omen",VCT-Challengers
freeing,DRX,0.0,China,252.9,1.28,0.0 %,164.8,0.91,0.17,0.10,0.13,0.0 %,0.0 %,"Cypher, Viper, Killjoy",VCT-Challengers
Midnight,RA,0.0,China,183.9,0.96,0.0 %,116.6,0.62,0.38,0.07,0.06,0.0 %,0.0 %,"Kayo, Gekko, Sova",VCT-Challengers
UdoTan,RA,0.0,China,221.0,1.17,0.0 %,144.5,0.81,0.25,0.12,0.10,0.0 %,0.0 %,"Gekko, Fade, Jett",VCT-Challengers
Pink,ALG,0.0,China,178.7,0.82,0.0 %,123.7,0.62,0.37,0.11,0.05,0.0 %,0.0 %,"Omen, Sova",VCT-Challengers
Confident,peeker,1.58,Pacific,342.0,1.96,87.0 %,211.4,1.24,0.13,0.45,0.13,21%,0.0 %,Raze,VCT-Challengers
consz,MGLZ,1.57,Pacific,297.0,1.84,85.0 %,200.4,1.15,0.33,0.20,0.15,40%,0.0 %,"Iso, Yoru",VCT-Challengers
sTizzy,DOM,1.39,Pacific,287.5,1.34,77.0 %,187.2,1.00,0.28,0.16,0.05,42%,18%,"Killjoy, Brimstone",VCT-Challengers
SHAYDER,38,1.38,Pacific,194.0,1.81,74.0 %,122.9,0.76,0.58,0.05,0.00,38%,25%,"Omen, Brimstone",VCT-Challengers
Sev3nMephur,20,1.36,Pacific,272.0,1.13,55.0 %,184.9,0.85,0.15,0.15,0.10,26%,50%,Killjoy,VCT-Challengers
AlleN,58,1.36,Pacific,245.3,1.49,83.0 %,163.9,0.90,0.47,0.16,0.00,23%,25%,"Fade, Sova",VCT-Challengers
Equinox,Jai,1.35,Pacific,274.7,1.39,81.0 %,176.2,0.97,0.14,0.08,0.08,30%,0.0 %,"Chamber, Reyna, Killjoy",VCT-Challengers
SAGE,PATH,1.32,Pacific,275.7,1.28,66.0 %,185.9,0.97,0.26,0.15,0.08,33%,13%,"Cypher, Omen",VCT-Challengers
MnFeaR,MGLZ,1.32,Pacific,244.0,1.67,90.0 %,174.8,0.88,0.35,0.18,0.00,36%,0.0 %,Sova,VCT-Challengers
kimmy,LESS,1.32,Pacific,249.3,1.48,77.0 %,168.2,0.97,0.20,0.05,0.08,36%,6%,"Cypher, Killjoy, Kayo",VCT-Challengers
SmokeA,Whoo,1.31,Pacific,249.2,1.35,77.0 %,166.7,0.93,0.23,0.13,0.07,29%,13%,"Sova, Yoru, Chamber",VCT-Challengers
Niklaus,58,1.31,Pacific,273.7,1.35,86.0 %,164.3,0.93,0.60,0.12,0.09,15%,0.0 %,"Omen, Kayo, Brimstone",VCT-Challengers
hsn,58,1.28,Pacific,212.7,1.52,79.0 %,130.3,0.76,0.24,0.07,0.07,27%,17%,"Breach, Killjoy, Viper",VCT-Challengers
River,AST,1.28,Pacific,275.0,1.11,82.0 %,177.8,0.91,0.41,0.05,0.00,46%,25%,Gekko,VCT-Challengers
Vico,LAZY,1.27,Pacific,276.0,1.30,69.0 %,182.1,0.99,0.20,0.12,0.13,32%,29%,"Cypher, Jett, Brimstone",VCT-Challengers
StereohearT,MYS,1.26,Pacific,262.0,1.20,69.0 %,167.7,0.93,0.13,0.18,0.20,32%,0.0 %,Jett,VCT-Challengers
BELOV,38,1.26,Pacific,237.5,1.15,76.0 %,154.8,0.82,0.29,0.05,0.05,29%,13%,Sova,VCT-Challengers
sultan,RVNT,1.26,Pacific,241.5,1.33,73.0 %,158.9,0.87,0.28,0.10,0.09,37%,10%,"Omen, Viper, Cypher",VCT-Challengers
Kippo,UTT,1.26,Pacific,266.7,1.21,73.0 %,176.5,0.90,0.24,0.15,0.17,25%,14%,"Raze, Killjoy",VCT-Challengers
slathom999,GEEK,1.26,Pacific,241.9,1.26,75.0 %,162.1,0.88,0.24,0.06,0.06,34%,21%,"Sova, Fade",VCT-Challengers
Boogeyyy,Balb,1.26,Pacific,238.0,1.20,79.0 %,152.9,0.86,0.36,0.14,0.07,32%,40%,Skye,VCT-Challengers
Denz,AVN,1.25,Pacific,247.6,1.20,65.0 %,168.0,0.89,0.19,0.15,0.12,35%,23%,"Skye, Sova, Killjoy",VCT-Challengers
YESicaN,FCY,1.25,Pacific,221.5,1.28,80.0 %,149.3,0.77,0.47,0.09,0.04,30%,20%,"Viper, Omen, Gekko",VCT-Challengers
AmerNone,TOD,1.25,Pacific,253.7,1.28,71.0 %,166.1,0.92,0.09,0.22,0.17,38%,14%,"Chamber, Jett",VCT-Challengers
PapiChulo,NAOS,1.24,Pacific,207.0,1.37,79.0 %,134.0,0.78,0.36,0.06,0.06,26%,22%,"Viper, Omen, Brimstone",VCT-Challengers
Silon,46,1.23,Pacific,261.5,1.13,70.0 %,174.5,0.93,0.24,0.11,0.24,20%,50%,Raze,VCT-Challengers
Berserk,35,1.23,Pacific,252.0,1.20,69.0 %,181.7,0.86,0.17,0.11,0.09,31%,7%,"Cypher, Viper",VCT-Challengers
16Ch0ps,MKG,1.22,Pacific,267.0,1.25,70.0 %,173.9,0.94,0.23,0.20,0.14,31%,25%,"Viper, Raze, Sage",VCT-Challengers
PRIME,63,1.22,Pacific,223.0,1.11,68.0 %,148.8,0.79,0.27,0.11,0.05,14%,11%,"Brimstone, Omen, Cypher",VCT-Challengers
alyaL,FPT,1.22,Pacific,241.7,1.25,73.0 %,161.3,0.85,0.30,0.10,0.10,29%,24%,"Breach, Cypher, Killjoy",VCT-Challengers
EJAY,SZ,1.22,Pacific,264.5,1.24,75.0 %,178.1,0.93,0.27,0.19,0.14,26%,21%,"Raze, Jett, Omen",VCT-Challengers
Anq,VX3,1.21,Pacific,247.1,1.29,71.0 %,157.8,0.87,0.13,0.17,0.15,28%,17%,"Jett, Raze, Yoru",VCT-Challengers
ChiaWei,ONE,1.21,Pacific,214.6,1.29,75.0 %,142.4,0.80,0.28,0.05,0.05,41%,24%,"Gekko, Sova, Skye",VCT-Challengers
Dexter,PRFS,1.21,Pacific,181.0,1.47,88.0 %,132.9,0.65,0.35,0.09,0.09,31%,0.0 %,"Killjoy, Gekko",VCT-Challengers
yokam,VLT,1.20,Pacific,279.7,1.28,73.0 %,177.7,1.01,0.17,0.18,0.17,29%,14%,"Raze, Jett, Reyna",VCT-Challengers
SpiritZ1,DRG,1.20,Pacific,286.0,1.23,72.0 %,185.9,1.02,0.16,0.24,0.16,38%,6%,"Raze, Jett, Iso",VCT-Challengers
splash,IGN,1.19,Pacific,273.2,1.24,75.0 %,179.4,0.94,0.21,0.22,0.14,25%,14%,"Reyna, Raze, Neon",VCT-Challengers
mysT,34,1.19,Pacific,279.5,1.50,74.0 %,180.2,1.06,0.12,0.12,0.15,27%,50%,Raze,VCT-Challengers
zondA,Weeb,1.18,Pacific,238.8,1.25,72.0 %,160.1,0.87,0.20,0.08,0.07,32%,18%,"Viper, Deadlock, Sova",VCT-Challengers
kellyS,OAS,1.18,Pacific,252.1,1.18,75.0 %,166.0,0.85,0.32,0.14,0.13,20%,15%,"Harbor, Raze, Kayo",VCT-Challengers
kael,MAS,1.18,Pacific,241.7,1.11,83.0 %,163.6,0.86,0.29,0.12,0.07,30%,22%,"Cypher, Gekko, Fade",VCT-Challengers
Mint,Thumb,1.18,Pacific,295.0,1.10,63.0 %,176.7,0.97,0.14,0.29,0.23,40%,0.0 %,"Jett, Reyna",VCT-Challengers
dos9,RVNT,1.17,Pacific,240.8,1.25,74.0 %,156.0,0.85,0.20,0.14,0.11,27%,16%,"Jett, Raze, Reyna",VCT-Challengers
Meltings,NGZ,1.17,Pacific,225.3,0.98,68.0 %,161.5,0.73,0.22,0.12,0.07,31%,18%,"Omen, Viper",VCT-Challengers
1stRealityTwice,GD,1.17,Pacific,258.5,1.17,76.0 %,159.2,0.92,0.26,0.08,0.08,40%,38%,"Killjoy, Cypher",VCT-Challengers
Kiuuuu,LGD,1.16,Pacific,220.6,1.18,72.0 %,146.4,0.81,0.34,0.07,0.05,38%,13%,"Omen, Viper, Brimstone",VCT-Challengers
marky,OAS,1.16,Pacific,224.5,1.21,78.0 %,144.4,0.81,0.32,0.13,0.12,23%,9%,"Jett, Astra, Omen",VCT-Challengers
bbbumbooo,38,1.15,Pacific,183.5,1.14,89.0 %,127.8,0.66,0.47,0.05,0.05,27%,25%,"Gekko, Skye",VCT-Challengers
LoRangeZ,INFN,1.15,Pacific,210.0,1.14,80.0 %,134.5,0.75,0.38,0.00,0.08,38%,0.0 %,"Omen, Astra",VCT-Challengers
dzii,LESS,1.14,Pacific,222.0,1.21,76.0 %,149.6,0.82,0.22,0.08,0.08,28%,18%,"Jett, Cypher, Killjoy",VCT-Challengers
Shiro,BME,1.14,Pacific,217.5,1.13,77.0 %,145.9,0.75,0.45,0.10,0.09,24%,18%,"Viper, Sova, Brimstone",VCT-Challengers
WAT,TRS,1.14,Pacific,234.9,1.10,73.0 %,152.3,0.81,0.32,0.14,0.11,32%,7%,"Viper, Omen, Clove",VCT-Challengers
xavi8k,NAOS,1.14,Pacific,220.8,1.16,75.0 %,148.5,0.77,0.29,0.08,0.08,24%,17%,"Killjoy, Cypher, Sova",VCT-Challengers
azys,MOGO,1.14,Pacific,254.7,1.19,70.0 %,165.3,0.90,0.18,0.18,0.14,30%,12%,"Jett, Raze, Reyna",VCT-Challengers
fayy,PHX,1.14,Pacific,241.0,1.09,73.0 %,159.5,0.90,0.20,0.10,0.10,27%,29%,"Cypher, Raze",VCT-Challengers
woody,ARF,1.14,Pacific,227.1,1.13,74.0 %,153.4,0.80,0.33,0.08,0.06,32%,11%,"Reyna, Killjoy, Sova",VCT-Challengers
PatMen,ZOL,1.13,Pacific,240.4,1.15,74.0 %,157.8,0.85,0.30,0.15,0.10,33%,18%,"Raze, Kayo, Yoru",VCT-Challengers
Famouz,BME,1.13,Pacific,247.1,1.18,73.0 %,159.8,0.84,0.21,0.19,0.16,18%,17%,"Raze, Jett, Neon",VCT-Challengers
zhen,(+1),1.13,Pacific,255.6,1.18,71.0 %,169.4,0.89,0.18,0.24,0.21,32%,6%,"Reyna, Raze, Neon",VCT-Challengers
Jaggi,Bibl,1.13,Pacific,214.3,1.06,78.0 %,142.2,0.72,0.43,0.12,0.06,30%,20%,"Sova, Fade",VCT-Challengers
Mihlog,FPT,1.13,Pacific,208.5,1.11,75.0 %,136.0,0.74,0.43,0.07,0.05,29%,15%,"Kayo, Cypher, Jett",VCT-Challengers
PTC,FS,1.12,Pacific,199.7,1.16,75.0 %,130.6,0.72,0.39,0.09,0.08,28%,23%,"Viper, Kayo, Breach",VCT-Challengers
JA,NAOS,1.12,Pacific,232.5,1.22,73.0 %,153.7,0.84,0.21,0.15,0.14,27%,10%,"Jett, Yoru, Omen",VCT-Challengers
wayne,DSG,1.12,Pacific,217.6,1.15,74.0 %,140.9,0.77,0.30,0.10,0.07,28%,18%,"Jett, Omen, Killjoy",VCT-Challengers
f1cio,ZYG,1.12,Pacific,221.6,1.16,74.0 %,146.1,0.77,0.35,0.13,0.09,35%,11%,"Omen, Viper, Gekko",VCT-Challengers
BerserX,BME,1.12,Pacific,200.9,1.18,75.0 %,137.5,0.72,0.24,0.08,0.07,23%,16%,"Killjoy, Chamber, Cypher",VCT-Challengers
1mp2k,(+1),1.12,Pacific,237.6,1.14,73.0 %,157.1,0.86,0.17,0.10,0.04,31%,6%,"Killjoy, Gekko, Cypher",VCT-Challengers
grumble,DSG,1.12,Pacific,216.8,1.18,75.0 %,148.0,0.78,0.29,0.07,0.06,38%,12%,"Sova, Fade, Skye",VCT-Challengers
21May,71,1.12,Pacific,204.3,1.02,66.0 %,144.1,0.69,0.34,0.10,0.07,21%,0.0 %,"Viper, Kayo",VCT-Challengers
Kairo,KZ,1.11,Pacific,208.3,1.12,69.0 %,122.1,0.71,0.42,0.05,0.08,24%,25%,"Gekko, Breach, Kayo",VCT-Challengers
K1LLERS,FPT,1.11,Pacific,220.3,1.10,76.0 %,146.1,0.76,0.35,0.13,0.08,24%,16%,"Raze, Jett, Kayo",VCT-Challengers
xcool3,AAA,1.11,Pacific,207.4,1.16,69.0 %,145.1,0.81,0.14,0.06,0.08,28%,9%,"Killjoy, Cypher, Deadlock",VCT-Challengers
ZesBeeW,BME,1.11,Pacific,203.0,1.10,76.0 %,131.3,0.72,0.40,0.08,0.07,21%,11%,"Viper, Omen, Jett",VCT-Challengers
AloNeFillz,NKT,1.11,Pacific,199.2,1.13,74.0 %,134.8,0.70,0.29,0.07,0.04,25%,14%,"Sova, Viper, Gekko",VCT-Challengers
Kishi,FCY,1.11,Pacific,201.3,1.06,77.0 %,131.3,0.72,0.44,0.06,0.05,33%,15%,"Gekko, Breach, Killjoy",VCT-Challengers
Vangz,ELV,1.11,Pacific,217.7,1.04,76.0 %,150.5,0.74,0.34,0.14,0.11,30%,25%,"Reyna, Skye",VCT-Challengers
Techno,OGS,1.11,Pacific,208.6,1.12,75.0 %,135.9,0.74,0.37,0.09,0.07,28%,17%,"Omen, Viper, Astra",VCT-Challengers
Vera,DSG,1.11,Pacific,250.9,1.17,71.0 %,163.2,0.86,0.21,0.20,0.18,20%,14%,"Jett, Raze, Chamber",VCT-Challengers
P1nA,BAAM,1.10,Pacific,206.3,1.09,72.0 %,139.1,0.73,0.33,0.08,0.08,34%,15%,"Viper, Omen, Brimstone",VCT-Challengers
Crus,FCY,1.10,Pacific,201.2,1.12,77.0 %,131.9,0.72,0.37,0.08,0.07,39%,27%,"Kayo, Cypher, Astra",VCT-Challengers
Zneider,40,1.10,Pacific,227.0,1.03,63.0 %,139.9,0.78,0.18,0.08,0.05,23%,20%,"Cypher, Killjoy",VCT-Challengers
coconut,OF,1.10,Pacific,216.8,1.15,70.0 %,144.7,0.78,0.19,0.09,0.10,32%,18%,"Killjoy, Cypher, Brimstone",VCT-Challengers
YanLi,(+1),1.10,Pacific,201.2,1.09,75.0 %,135.9,0.70,0.35,0.09,0.07,33%,12%,"Viper, Kayo, Skye",VCT-Challengers
Uta,OF,1.09,Pacific,209.6,1.10,69.0 %,138.4,0.74,0.25,0.15,0.13,26%,9%,"Cypher, Jett, Omen",VCT-Challengers
CXIX666,MGLZ,1.09,Pacific,207.0,1.32,83.0 %,142.5,0.73,0.20,0.15,0.08,26%,0.0 %,"Cypher, Chamber",VCT-Challengers
Sushiboys,FS,1.09,Pacific,208.2,1.14,74.0 %,136.8,0.74,0.30,0.07,0.06,23%,20%,"Killjoy, Cypher, Breach",VCT-Challengers
lenne,IGN,1.09,Pacific,221.1,1.05,71.0 %,149.1,0.73,0.36,0.08,0.08,21%,22%,"Sova, Gekko, Fade",VCT-Challengers
Mojer,NAOS,1.09,Pacific,249.1,1.15,76.0 %,159.1,0.84,0.25,0.16,0.15,22%,11%,"Raze, Yoru, Jett",VCT-Challengers
Eden,CKE,1.09,Pacific,217.7,1.04,73.0 %,144.0,0.80,0.20,0.09,0.17,42%,20%,"Cypher, Viper",VCT-Challengers
Kush,RRQ,1.09,Pacific,227.9,1.12,74.0 %,149.8,0.80,0.33,0.12,0.09,35%,24%,"Skye, Sova, Viper",VCT-Challengers
Shintaro,ZOL,1.08,Pacific,240.0,1.10,86.0 %,163.7,0.82,0.25,0.32,0.11,17%,0.0 %,Jett,VCT-Challengers
twilight,163,1.08,Pacific,195.5,1.18,76.0 %,133.5,0.72,0.23,0.09,0.07,37%,15%,"Killjoy, Viper, Cypher",VCT-Challengers
los,santos,1.08,Pacific,208.5,0.90,70.0 %,134.2,0.73,0.41,0.03,0.08,26%,17%,Omen,VCT-Challengers
nex1SphiX,MGLZ,1.08,Pacific,203.7,1.07,74.0 %,135.3,0.72,0.40,0.05,0.06,33%,9%,"Omen, Kayo, Viper",VCT-Challengers
theDoctorr,U5,1.08,Pacific,213.0,1.02,71.0 %,137.1,0.74,0.40,0.08,0.08,35%,15%,"Killjoy, Omen, Breach",VCT-Challengers
123,KBLD,1.08,Pacific,237.6,1.07,67.0 %,162.7,0.83,0.16,0.16,0.17,27%,26%,"Raze, Jett, Neon",VCT-Challengers
d1srupt,MEOW,1.08,Pacific,213.9,1.06,73.0 %,140.1,0.74,0.34,0.09,0.08,28%,16%,"Raze, Jett, Gekko",VCT-Challengers
Suka,RLF,1.08,Pacific,217.3,1.04,74.0 %,145.6,0.77,0.42,0.09,0.09,26%,15%,"Omen, Brimstone, Cypher",VCT-Challengers
Louboutin,BAAM,1.08,Pacific,234.6,1.07,68.0 %,160.3,0.81,0.17,0.07,0.11,36%,5%,"Brimstone, Killjoy, Omen",VCT-Challengers
Ch1ckenBell,CAP,1.07,Pacific,228.3,1.01,71.0 %,139.1,0.77,0.46,0.09,0.11,13%,11%,"Breach, Viper, Kayo",VCT-Challengers
Zeus,203,1.07,Pacific,251.7,1.03,70.0 %,166.9,0.86,0.14,0.14,0.14,32%,6%,"Raze, Jett, Neon",VCT-Challengers
Hotsauz,VLT,1.07,Pacific,215.0,1.10,70.0 %,145.8,0.75,0.19,0.09,0.08,33%,12%,"Cypher, Killjoy",VCT-Challengers
artaa,101,1.07,Pacific,236.2,1.01,62.0 %,157.2,0.81,0.17,0.14,0.12,30%,9%,"Jett, Raze, Killjoy",VCT-Challengers
Zhannn,(+2),1.06,Pacific,204.4,1.01,69.0 %,136.2,0.74,0.30,0.06,0.04,28%,9%,"Omen, Viper, Kayo",VCT-Challengers
Leviathan,FS,1.06,Pacific,199.5,1.11,75.0 %,132.2,0.74,0.35,0.08,0.08,34%,19%,"Harbor, Omen, Reyna",VCT-Challengers
foxz,FS,1.06,Pacific,202.0,1.07,74.0 %,136.7,0.71,0.33,0.08,0.07,28%,19%,"Sova, Gekko, Yoru",VCT-Challengers
Juicy,DSG,1.06,Pacific,220.6,1.14,72.0 %,142.8,0.78,0.23,0.17,0.15,22%,18%,"Raze, Yoru, Jett",VCT-Challengers
NoMeRcY,AVT,1.06,Pacific,200.5,1.07,65.0 %,130.7,0.74,0.33,0.02,0.09,37%,0.0 %,Omen,VCT-Challengers
seph1roth,MITH,1.06,Pacific,206.9,1.11,73.0 %,138.1,0.74,0.22,0.09,0.09,38%,18%,"Viper, Sage, Phoenix",VCT-Challengers
cgrs,MITH,1.06,Pacific,199.8,1.10,76.0 %,133.6,0.71,0.27,0.06,0.05,26%,21%,"Cypher, Fade, Sova",VCT-Challengers
STYRON,DSG,1.06,Pacific,192.6,1.08,73.0 %,127.9,0.68,0.31,0.07,0.06,27%,19%,"Sova, Skye, Fade",VCT-Challengers
toggle,HB,1.06,Pacific,247.7,1.05,62.0 %,162.3,0.85,0.19,0.25,0.13,27%,17%,"Raze, Jett",VCT-Challengers
umaruchans,(+1),1.06,Pacific,213.3,0.99,69.0 %,144.7,0.76,0.20,0.08,0.06,35%,10%,"Sage, Gekko, Killjoy",VCT-Challengers
Kntz,MITH,1.06,Pacific,186.5,1.08,75.0 %,122.0,0.69,0.33,0.07,0.04,30%,17%,"Harbor, Astra, Omen",VCT-Challengers
Nexi,NAOS,1.05,Pacific,197.5,1.07,76.0 %,131.2,0.70,0.30,0.06,0.07,28%,9%,"Killjoy, Cypher, Viper",VCT-Challengers
JohnOlsen,FS,1.05,Pacific,244.4,1.11,71.0 %,161.7,0.84,0.20,0.20,0.17,27%,9%,"Jett, Raze, Phoenix",VCT-Challengers
XyuS,586,1.05,Pacific,225.0,1.16,69.0 %,145.3,0.80,0.12,0.17,0.16,29%,7%,"Raze, Jett, Neon",VCT-Challengers
niffy,SPE,1.05,Pacific,227.9,1.04,68.0 %,152.9,0.79,0.17,0.16,0.16,27%,15%,"Jett, Raze, Reyna",VCT-Challengers
Awei,132,1.05,Pacific,208.3,0.98,70.0 %,144.7,0.73,0.23,0.05,0.08,20%,33%,"Cypher, Sage, Phoenix",VCT-Challengers
ArPoom,NKT,1.05,Pacific,202.2,1.02,71.0 %,134.7,0.71,0.36,0.09,0.07,33%,23%,"Viper, Omen, Brimstone",VCT-Challengers
aduka,NXGA,1.05,Pacific,203.3,1.02,73.0 %,133.6,0.71,0.29,0.10,0.10,26%,20%,"Yoru, Fade, Killjoy",VCT-Challengers
alfin,AVM,1.05,Pacific,176.0,1.04,79.0 %,113.5,0.71,0.47,0.05,0.08,18%,8%,Omen,VCT-Challengers
Potter,XIA,1.05,Pacific,238.4,1.07,68.0 %,157.0,0.83,0.16,0.21,0.19,27%,20%,"Jett, Raze, Chamber",VCT-Challengers
Reverie,KZ,1.05,Pacific,200.9,1.04,73.0 %,136.3,0.71,0.30,0.06,0.05,30%,13%,"Skye, Sova, Gekko",VCT-Challengers
JayH,DSG,1.05,Pacific,204.3,0.99,77.0 %,130.0,0.68,0.44,0.05,0.09,25%,16%,"Viper, Kayo, Breach",VCT-Challengers
Hyzee,BAAM,1.05,Pacific,213.3,1.05,75.0 %,140.2,0.73,0.34,0.09,0.06,38%,15%,"Omen, Breach, Gekko",VCT-Challengers
garnetS,NKT,1.04,Pacific,218.3,1.12,73.0 %,142.3,0.75,0.14,0.19,0.14,30%,24%,"Raze, Jett, Deadlock",VCT-Challengers
Madelyn,RRQ,1.04,Pacific,190.3,1.01,71.0 %,123.7,0.67,0.34,0.07,0.07,24%,13%,"Omen, Skye, Sova",VCT-Challengers
NcSlasher,BME,1.04,Pacific,203.2,1.05,78.0 %,130.0,0.72,0.42,0.10,0.08,26%,16%,"Skye, Kayo, Gekko",VCT-Challengers
ting2k5,FPT,1.04,Pacific,197.8,1.14,69.0 %,134.3,0.75,0.15,0.13,0.14,29%,15%,"Cypher, Yoru, Jett",VCT-Challengers
rkz,IVY,1.04,Pacific,190.3,1.01,68.0 %,134.4,0.72,0.29,0.04,0.05,25%,24%,"Omen, Viper, Cypher",VCT-Challengers
adrnking,SZ,1.04,Pacific,201.3,1.05,74.0 %,135.1,0.73,0.26,0.09,0.08,32%,12%,"Skye, Killjoy, Cypher",VCT-Challengers
SFVV,ROA,1.04,Pacific,220.5,1.06,88.0 %,140.5,0.77,0.31,0.04,0.00,26%,20%,"Sova, Skye",VCT-Challengers
Harshhh,RGE,1.04,Pacific,202.0,1.04,69.0 %,134.0,0.72,0.29,0.10,0.06,26%,11%,"Harbor, Sova, Omen",VCT-Challengers
SkRossi,RVNT,1.04,Pacific,208.4,1.07,71.0 %,134.9,0.73,0.25,0.09,0.09,27%,10%,"Sova, Skye, Chamber",VCT-Challengers
tesseract,VLT,1.04,Pacific,230.3,1.11,69.0 %,147.8,0.79,0.24,0.13,0.10,28%,13%,"Sova, Gekko, Fade",VCT-Challengers
riyabtw,(+1),1.03,Pacific,214.3,1.05,68.0 %,142.2,0.75,0.19,0.12,0.15,28%,13%,"Kayo, Raze, Jett",VCT-Challengers
Laz,MITH,1.03,Pacific,189.2,1.04,69.0 %,129.9,0.68,0.23,0.10,0.09,28%,20%,"Killjoy, Chamber, Cypher",VCT-Challengers
ZYND,ZOL,1.03,Pacific,209.8,1.08,70.0 %,137.7,0.77,0.19,0.15,0.11,28%,9%,"Reyna, Jett, Viper",VCT-Challengers
Kylee,ARF,1.03,Pacific,208.8,1.06,70.0 %,138.4,0.74,0.21,0.11,0.09,44%,13%,"Cypher, Viper, Killjoy",VCT-Challengers
SecondLove,APH,1.03,Pacific,200.5,0.98,67.0 %,139.7,0.71,0.23,0.06,0.08,28%,14%,"Killjoy, Harbor, Cypher",VCT-Challengers
Nythan,ARF,1.03,Pacific,197.5,1.01,73.0 %,130.3,0.71,0.33,0.07,0.08,29%,21%,"Skye, Sage, Sova",VCT-Challengers
Kevzii,ZOL,1.03,Pacific,189.2,1.01,72.0 %,129.2,0.68,0.34,0.08,0.06,30%,16%,"Viper, Omen, Sova",VCT-Challengers
Jefz,CNL,1.03,Pacific,224.1,1.00,71.0 %,151.1,0.77,0.22,0.17,0.20,13%,24%,"Raze, Jett",VCT-Challengers
ValdyN,AE,1.03,Pacific,198.8,1.02,74.0 %,130.4,0.71,0.36,0.09,0.09,30%,13%,"Jett, Reyna, Skye",VCT-Challengers
Uyen,CW,1.03,Pacific,209.0,0.99,72.0 %,143.4,0.73,0.29,0.12,0.10,24%,16%,"Gekko, Sova, Viper",VCT-Challengers
Ginola,Bibl,1.02,Pacific,209.7,1.06,74.0 %,133.8,0.74,0.16,0.10,0.09,28%,0.0 %,"Killjoy, Cypher",VCT-Challengers
pudj,ELV,1.02,Pacific,188.7,1.01,72.0 %,128.9,0.68,0.29,0.06,0.09,25%,17%,"Omen, Viper, Killjoy",VCT-Challengers
mika,BTR,1.02,Pacific,194.4,0.93,70.0 %,127.6,0.67,0.33,0.08,0.06,27%,13%,"Reyna, Killjoy, Omen",VCT-Challengers
